RA,Nome Anonimizado,Fase,Pedra_Atual,IEG,IPS,IPP,IPV,Idade_Atual,Anos_de_Passos_Magicos
RA-1368,Aluno-1368,ALFA,Topázio,10.0,7.51,7.5,7.5,8,0
RA-1369,Aluno-1369,ALFA,Topázio,8.6304347825,6.26,7.5,7.5,7,0
RA-137,Aluno-137,4,Ametista,8.9,5.0,,7.792,17,6
RA-137,Aluno-137,FASE 5,Quartzo,6.3,2.52,6.40625,6.88,18,7
RA-137,Aluno-137,5F,Agata,7.582972583,5.005,4.791666667,6.276666667,19,3
RA-1370,Aluno-1370,ALFA,Topázio,8.722222222,7.51,7.5,7.5,9,0
RA-1371,Aluno-1371,ALFA,Agata,6.9782608695,7.51,6.875,7.5,11,0
RA-1372,Aluno-1372,ALFA,Ametista,10.0,8.13,7.5,7.5,8,0
RA-1373,Aluno-1373,ALFA,Ametista,8.8804347825,7.51,7.5,7.5,9,0
RA-1374,Aluno-1374,ALFA,Ametista,9.347826087,7.51,7.5,7.5,9,0
RA-1375,Aluno-1375,ALFA,Topázio,10.0,7.51,7.5,7.5,9,0
RA-1376,Aluno-1376,ALFA,Topázio,9.6153846155,7.51,7.5,7.5,9,0
RA-1377,Aluno-1377,ALFA,Ametista,10.0,8.13,6.875,6.99,8,0
RA-1378,Aluno-1378,ALFA,Ametista,9.2857142855,8.13,7.5,7.5,10,0
RA-1379,Aluno-1379,ALFA,Agata,8.6842105265,3.755,5.9375,5.16,8,0
RA-138,Aluno-138,4,Ágata,8.0,5.6,,6.375,15,6
RA-138,Aluno-138,FASE 4,Agata,7.9,6.26,7.34375,7.4175,16,7
RA-138,Aluno-138,5F,Ametista,8.751803751666666,7.51,7.708333333,7.443333333,17,3
RA-1380,Aluno-1380,ALFA,Ametista,8.784461152999999,4.385,7.1875,7.5,8,0
RA-1381,Aluno-1381,ALFA,Topázio,10.0,8.13,8.75,7.5,8,0
RA-1382,Aluno-1382,ALFA,Ametista,9.761904762,7.51,7.8125,7.5,9,0
RA-1383,Aluno-1383,ALFA,Topázio,9.2606516295,7.51,7.1875,7.5,8,0
RA-1384,Aluno-1384,ALFA,Agata,7.5689223055,7.51,6.25,5.16,10,0
RA-1385,Aluno-1385,ALFA,Ametista,10.0,4.385,6.875,7.5,9,0
RA-1386,Aluno-1386,ALFA,Ametista,9.761904762,7.51,7.5,7.5,8,0
RA-1387,Aluno-1387,ALFA,Ametista,8.759398496,7.51,7.5,7.5,8,0
RA-1388,Aluno-1388,ALFA,Ametista,8.214285713999999,6.88,7.5,7.67,8,0
RA-1389,Aluno-1389,ALFA,Topázio,9.7916666665,6.88,7.5,8.42,7,0
RA-139,Aluno-139,4,Quartzo,3.5,5.0,,3.917,17,3
RA-1390,Aluno-1390,ALFA,Topázio,9.7916666665,5.005,7.5,8.42,8,0
RA-1391,Aluno-1391,ALFA,Topázio,9.2916666665,7.51,7.5,8.17,8,0
RA-1392,Aluno-1392,ALFA,Quartzo,5.625,7.51,7.5,7.0,9,0
RA-1393,Aluno-1393,ALFA,Ametista,7.5,3.755,7.5,8.42,7,0
RA-1394,Aluno-1394,1A,Ametista,8.6944444445,7.51,8.125,8.003333333,11,0
RA-1395,Aluno-1395,1A,Topázio,10.0,7.51,7.8125,7.836666667,10,0
RA-1396,Aluno-1396,1A,Ametista,10.0,7.51,8.125,7.67,11,0
RA-1397,Aluno-1397,1A,Ametista,10.0,6.26,8.125,7.946666667,10,0
RA-1398,Aluno-1398,1B,Ametista,9.555335968,7.51,8.125,8.616666667,11,0
RA-1399,Aluno-1399,1B,Ametista,9.7727272725,5.005,7.5,8.166666667,11,0
RA-14,Aluno-14,7,Ágata,8.3,7.5,,7.75,21,0
RA-14,Aluno-14,FASE 8,,,,,,22,1
RA-14,Aluno-14,8E,,0.0,,,,23,2
RA-140,Aluno-140,4,Ametista,7.6,6.9,,7.667,14,1
RA-1400,Aluno-1400,1B,Ametista,6.6501976285,7.51,7.5,7.5,9,0
RA-1401,Aluno-1401,1C,Topázio,8.888888889,7.51,7.8125,8.085,13,0
RA-1402,Aluno-1402,1D,Topázio,9.5454545455,7.51,8.4375,8.17,10,0
RA-1403,Aluno-1403,1D,Topázio,9.3073593075,7.51,8.4375,8.255,11,0
RA-1404,Aluno-1404,1D,Topázio,9.090909091,7.51,8.4375,8.17,10,0
RA-1405,Aluno-1405,1D,Topázio,8.6363636365,7.51,8.125,8.17,10,0
RA-1406,Aluno-1406,1D,Ametista,8.8636363635,7.51,8.4375,8.255,10,0
RA-1407,Aluno-1407,1D,Ametista,9.318181818,7.51,7.8125,7.5,10,0
RA-1408,Aluno-1408,1D,Ametista,8.409090909,7.51,8.4375,7.5,11,0
RA-1409,Aluno-1409,1D,Ametista,9.0909090905,7.51,8.4375,7.5,10,0
RA-141,Aluno-141,4,Ametista,8.2,5.6,,5.917,14,5
RA-141,Aluno-141,FASE 4,Agata,8.4,5.63,7.03125,7.0425,15,6
RA-1410,Aluno-1410,1E,Ametista,8.1136363635,7.51,8.75,8.165,11,0
RA-1411,Aluno-1411,1E,Agata,9.5,6.26,8.4375,7.835,11,0
RA-1412,Aluno-1412,1E,Topázio,9.3073593075,7.51,8.75,8.835,10,0
RA-1413,Aluno-1413,1E,Ametista,8.593073593,7.51,8.4375,7.92,12,0
RA-1414,Aluno-1414,1E,Topázio,9.2965367965,6.885,8.75,8.835,10,0
RA-1415,Aluno-1415,1G,Ametista,9.7727272725,6.26,7.291666667,7.056666667,10,0
RA-1416,Aluno-1416,1G,Ametista,8.2765151515,7.51,7.916666667,6.386666667,12,0
RA-1417,Aluno-1417,1G,Ametista,9.337121212,7.51,6.25,6.5,10,0
RA-1418,Aluno-1418,1G,Ametista,9.128787879,7.51,7.916666667,6.833333333,11,0
RA-1419,Aluno-1419,1H,Topázio,10.0,7.51,8.958333333,8.783333333,10,0
RA-142,Aluno-142,4,Ametista,8.6,5.6,,7.583,14,1
RA-1420,Aluno-1420,1H,Quartzo,5.520833333500001,6.26,6.458333333,5.44,12,0
RA-1421,Aluno-1421,1H,Ametista,6.777777778,7.51,6.875,7.163333333,11,0
RA-1422,Aluno-1422,1J,Ametista,7.5,7.51,8.125,7.7475,11,0
RA-1423,Aluno-1423,1J,Agata,5.3125,7.51,7.8125,6.5425,11,0
RA-1424,Aluno-1424,1J,Ametista,8.9444444445,7.51,7.8125,6.915,12,0
RA-1425,Aluno-1425,1J,Agata,6.7976190475,7.51,7.34375,5.92,12,0
RA-1426,Aluno-1426,1J,Quartzo,5.845238095,7.51,7.5,5.8325,11,1
RA-1427,Aluno-1427,1J,Topázio,10.0,7.51,8.90625,8.6675,11,0
RA-1428,Aluno-1428,1L,Topázio,8.8562091505,7.51,9.166666667,8.085,11,0
RA-1429,Aluno-1429,1L,Topázio,8.888888889,7.51,8.958333333,8.085,11,0
RA-143,Aluno-143,4,Topázio,9.9,5.6,,9.5,13,3
RA-143,Aluno-143,FASE 5,Ametista,9.6,2.52,8.28125,8.3375,14,4
RA-143,Aluno-143,7E,Ametista,9.92,6.885,7.5,7.5,15,3
RA-1430,Aluno-1430,1L,Ametista,10.0,7.51,8.958333333,8.085,11,0
RA-1431,Aluno-1431,1M,Ametista,7.7432712215,7.51,7.96875,9.09,11,0
RA-1432,Aluno-1432,1M,Topázio,10.0,7.51,9.21875,8.505,10,0
RA-1433,Aluno-1433,1M,Topázio,9.068322981,7.51,8.28125,8.505,10,0
RA-1434,Aluno-1434,1M,Topázio,7.9813664595,6.26,9.53125,9.76,10,0
RA-1435,Aluno-1435,1M,Ametista,7.833333333500001,7.51,7.1875,6.165,10,0
RA-1436,Aluno-1436,1M,Ametista,8.674948240500001,7.51,8.28125,7.17,11,0
RA-1437,Aluno-1437,1M,Ametista,9.347826087,7.51,8.28125,7.92,11,0
RA-1438,Aluno-1438,1M,Topázio,9.0,7.51,8.90625,9.175,11,0
RA-1439,Aluno-1439,1M,Topázio,10.0,7.51,9.375,9.345,11,0
RA-144,Aluno-144,4,Topázio,9.3,5.0,,8.292,14,5
RA-144,Aluno-144,FASE 5,Quartzo,5.2,2.52,6.25,6.0,15,6
RA-1440,Aluno-1440,1M,Ametista,9.544513457499999,7.51,8.75,8.17,10,0
RA-1441,Aluno-1441,1M,Topázio,9.109730849,7.51,9.375,9.005,9,0
RA-1442,Aluno-1442,1M,Ametista,8.674948240500001,7.51,7.5,5.745,14,0
RA-1443,Aluno-1443,1N,Agata,7.5,6.26,7.708333333,7.415,13,0
RA-1444,Aluno-1444,1N,Agata,5.277777778,7.51,7.708333333,7.415,12,0
RA-1445,Aluno-1445,1N,Ametista,9.5,7.51,7.916666667,7.5,10,0
RA-1446,Aluno-1446,1N,Quartzo,6.6501976285,6.26,7.291666667,7.075,10,0
RA-1447,Aluno-1447,1N,Ametista,9.7368421055,7.51,7.916666667,7.75,12,0
RA-1448,Aluno-1448,1P,Ametista,9.5346320345,7.51,7.5,7.29,13,0
RA-1449,Aluno-1449,1R,Ametista,8.3333333335,7.51,7.96875,7.04,10,0
RA-145,Aluno-145,4,Quartzo,6.3,8.1,,7.25,16,5
RA-145,Aluno-145,FASE 4,,9.0,,7.96875,7.4625,17,6
RA-1450,Aluno-1450,1R,Ametista,8.571428571,7.51,7.8125,7.5425,9,0
RA-1451,Aluno-1451,1R,Ametista,8.8095238095,7.51,7.96875,7.7525,11,0
RA-1452,Aluno-1452,2A,Topázio,10.0,7.51,7.916666667,8.17,12,0
RA-1453,Aluno-1453,2A,Ametista,7.8214285715,6.25,7.5,7.67,12,3
RA-1454,Aluno-1454,2A,Ametista,5.880952381,7.51,7.708333333,8.28,10,1
RA-1455,Aluno-1455,2A,Agata,7.777777778,7.51,7.708333333,7.833333333,12,0
RA-1456,Aluno-1456,2A,Topázio,9.511904762,7.51,7.5,7.946666667,12,0
RA-1457,Aluno-1457,2B,Agata,8.0357142855,7.51,7.291666667,7.663333333,13,0
RA-1458,Aluno-1458,2B,Quartzo,7.280701754500001,7.51,6.041666667,5.213333333,12,0
RA-1459,Aluno-1459,2C,Agata,8.2976190475,7.51,7.5,7.273333333,12,0
RA-146,Aluno-146,4,Ametista,9.2,7.5,,8.208,15,0
RA-146,Aluno-146,FASE 5,Ametista,9.5,5.0,8.4375,8.2125,16,1
RA-146,Aluno-146,5D,Topázio,9.514316093333333,5.635,7.65625,8.304,17,2
RA-1460,Aluno-1460,2C,Agata,7.460526316,7.51,6.875,6.27,12,0
RA-1461,Aluno-1461,2C,Agata,9.273809524,7.51,7.5,7.33,12,0
RA-1462,Aluno-1462,2D,Ametista,10.0,7.51,8.125,7.053333333,14,0
RA-1463,Aluno-1463,2D,Topázio,9.722222222,7.51,9.0625,8.113333333,12,0
RA-1464,Aluno-1464,2D,Ametista,7.794871795,7.51,9.0625,7.61,13,0
RA-1465,Aluno-1465,2D,Ametista,8.75,7.51,8.75,7.833333333,13,0
RA-1466,Aluno-1466,2D,Topázio,7.380952381,7.51,8.75,8.056666667,12,0
RA-1467,Aluno-1467,2D,Topázio,9.022556391,7.51,8.75,8.28,12,0
RA-1468,Aluno-1468,2D,Topázio,8.972431078,7.51,8.4375,7.443333333,12,0
RA-1469,Aluno-1469,2D,Ametista,9.4444444445,7.51,8.75,8.223333333,13,0
RA-147,Aluno-147,4,Ametista,7.7,7.5,,7.25,14,0
RA-147,Aluno-147,FASE 4,Quartzo,7.0,5.63,6.875,7.46,15,1
RA-147,Aluno-147,5F,Ametista,9.277056277,7.51,7.5,7.386666667,16,2
RA-1470,Aluno-1470,2G,Quartzo,6.35610766,6.26,6.875,5.4125,12,0
RA-1471,Aluno-1471,2G,Ametista,7.195652174,7.51,7.65625,7.2425,13,0
RA-1472,Aluno-1472,2G,Topázio,10.0,7.51,7.96875,8.1275,12,2
RA-1473,Aluno-1473,2G,Agata,8.4368530025,5.625,6.5625,6.415,13,0
RA-1474,Aluno-1474,2H,Ametista,7.960662526,5.625,6.71875,6.2875,11,0
RA-1475,Aluno-1475,2I,Ametista,8.070175439,7.51,7.5,6.993333333,11,0
RA-1476,Aluno-1476,2K,Topázio,10.0,5.635,8.4375,8.7525,11,0
RA-1477,Aluno-1477,2K,Ametista,8.010869565,7.51,6.40625,6.2875,12,0
RA-1478,Aluno-1478,2K,Agata,6.666666667,6.255,6.875,7.1225,12,0
RA-1479,Aluno-1479,2K,Agata,6.1965811965,7.51,7.1875,6.0325,12,0
RA-148,Aluno-148,4,Ametista,7.9,10.0,,7.708,14,0
RA-1480,Aluno-1480,2K,Ametista,8.875,7.51,7.1875,6.9975,13,0
RA-1481,Aluno-1481,2K,Agata,8.782608695499999,7.51,6.875,6.8275,12,0
RA-1482,Aluno-1482,2K,Quartzo,5.0,7.51,7.5,6.8725,14,0
RA-1483,Aluno-1483,2K,Ametista,7.913043478500001,7.51,5.78125,5.7475,11,0
RA-1484,Aluno-1484,2L,Ametista,10.0,6.26,7.5,7.89,14,0
RA-1485,Aluno-1485,2L,Agata,7.7432712215,5.625,7.5,7.386666667,13,0
RA-1486,Aluno-1486,2L,Agata,5.431372549,6.26,7.916666667,7.056666667,11,0
RA-1487,Aluno-1487,2L,Topázio,9.5652173915,6.26,7.708333333,7.833333333,13,0
RA-1488,Aluno-1488,2L,Agata,7.111801242,7.51,7.5,6.716666667,11,0
RA-1489,Aluno-1489,2L,Quartzo,5.793478261000001,6.26,6.666666667,5.663333333,12,0
RA-149,Aluno-149,4,Ágata,6.5,7.5,,6.125,15,0
RA-149,Aluno-149,FASE 4,Quartzo,4.2,2.52,7.5,7.2925,16,1
RA-149,Aluno-149,5D,Quartzo,4.104378593666667,6.26,7.34375,6.626,17,2
RA-1490,Aluno-1490,2L,Ametista,9.5652173915,6.26,6.666666667,6.333333333,12,0
RA-1491,Aluno-1491,2L,Ametista,6.25,7.51,7.5,7.78,12,0
RA-1492,Aluno-1492,2L,Topázio,8.8141025645,7.51,8.75,8.45,10,0
RA-1493,Aluno-1493,2M,Agata,7.8468899525,7.51,7.1875,5.946666667,12,0
RA-1494,Aluno-1494,2M,Quartzo,6.7794117645,7.51,7.5,5.84,11,0
RA-1495,Aluno-1495,2M,Topázio,8.318181818,7.51,8.75,8.223333333,11,3
RA-1496,Aluno-1496,2M,Agata,5.714285714500001,7.51,7.8125,6.773333333,12,0
RA-1497,Aluno-1497,2M,Quartzo,5.0227272725,7.51,6.875,6.996666667,12,0
RA-1498,Aluno-1498,2M,Ametista,7.840909091,7.51,8.125,6.33,13,0
RA-1499,Aluno-1499,2N,Ametista,9.25,6.885,8.125,7.11,12,0
RA-15,Aluno-15,7,Ametista,10.0,7.5,,7.292,18,0
RA-150,Aluno-150,4,Ágata,6.3,6.9,,7.333,16,2
RA-1500,Aluno-1500,2N,Ametista,8.3333333335,6.885,8.4375,7.556666667,11,0
RA-1501,Aluno-1501,2N,Topázio,10.0,7.51,8.4375,7.5,11,0
RA-1502,Aluno-1502,2N,Agata,7.628205128,7.51,7.8125,7.39,12,0
RA-1503,Aluno-1503,2P,Agata,10.0,7.51,8.958333333,7.723333333,13,0
RA-1504,Aluno-1504,2P,Agata,4.6136363634999995,5.63,5.833333333,6.94,12,0
RA-1505,Aluno-1505,2P,Agata,7.5252525255,7.51,8.75,6.943333333,13,0
RA-1506,Aluno-1506,2R,Ametista,8.3874458875,7.51,6.458333333,7.886666667,11,0
RA-1507,Aluno-1507,2R,Quartzo,4.448051948,7.51,4.583333333,3.776666667,12,0
RA-1508,Aluno-1508,2R,Topázio,7.2294372295,7.51,7.5,8.166666667,11,0
RA-1509,Aluno-1509,2R,Ametista,6.5151515155,7.51,6.666666667,7.446666667,11,0
RA-151,Aluno-151,4,Ametista,7.5,6.9,,7.958,16,2
RA-151,Aluno-151,FASE 5,Agata,7.8,7.52,8.59375,8.1725,17,3
RA-1510,Aluno-1510,2R,Topázio,9.7727272725,7.51,9.583333333,9.003333333,11,0
RA-1511,Aluno-1511,2U,Topázio,9.3271221535,7.51,8.4375,8.556666667,11,0
RA-1512,Aluno-1512,2U,Topázio,10.0,7.51,7.8125,7.61,10,0
RA-1513,Aluno-1513,2U,Agata,7.5252525255,7.51,7.5,7.223333333,12,0
RA-1514,Aluno-1514,2U,Ametista,7.979797980000001,7.51,7.1875,7.273333333,12,0
RA-1515,Aluno-1515,2U,Quartzo,6.6666666665,6.255,6.875,6.72,12,0
RA-1516,Aluno-1516,3A,Ametista,5.404288499000001,9.38,7.96875,7.5475,13,0
RA-1517,Aluno-1517,3A,Agata,4.305555555666667,9.38,7.5,6.7075,15,0
RA-1518,Aluno-1518,3A,Quartzo,5.714285714333333,9.38,7.65625,6.5825,15,2
RA-1519,Aluno-1519,3A,Ametista,5.560902255666666,8.755,7.96875,7.5025,15,0
RA-152,Aluno-152,4,Ágata,7.0,7.5,,6.292,16,0
RA-152,Aluno-152,FASE 4,Agata,7.7,2.52,7.8125,7.71,17,1
RA-152,Aluno-152,5L,Agata,7.337719298333333,5.63,7.8125,7.443333333,18,2
RA-1520,Aluno-1520,3B,Ametista,9.060606060666666,8.75,7.65625,7.3325,14,0
RA-1521,Aluno-1521,3B,Quartzo,6.157902555,2.51,6.09375,5.4525,14,0
RA-1522,Aluno-1522,3B,Topázio,10.0,9.38,6.875,7.1275,13,0
RA-1523,Aluno-1523,3B,Topázio,9.283272283333334,8.755,8.90625,8.755,12,0
RA-1524,Aluno-1524,3B,Quartzo,2.777777777666667,7.51,7.65625,6.9175,14,0
RA-1525,Aluno-1525,3C,Ametista,8.293650793666666,5.63,8.541666667,7.553333333,13,0
RA-1526,Aluno-1526,3D,Ametista,10.0,8.75,8.125,8.1275,13,0
RA-1527,Aluno-1527,3D,Topázio,10.0,7.51,7.96875,7.835,14,0
RA-1528,Aluno-1528,3D,Ametista,7.787878788,7.51,7.96875,7.335,13,0
RA-1529,Aluno-1529,3F,Agata,7.435897436,7.51,8.125,6.964,14,0
RA-153,Aluno-153,4,Ametista,8.2,5.0,,7.708,14,4
RA-153,Aluno-153,FASE 5,Ametista,7.4,2.52,8.125,7.71,15,5
RA-153,Aluno-153,7E,Quartzo,0.0,6.5675,7.5,7.5,16,3
RA-1530,Aluno-1530,3F,Quartzo,2.5238095237666665,8.13,7.03125,5.258,13,0
RA-1531,Aluno-1531,3F,Ametista,7.9726867336666665,7.505,7.34375,7.14,14,0
RA-1532,Aluno-1532,3H,Quartzo,3.9057239053333332,7.51,7.5,6.832,15,0
RA-1533,Aluno-1533,3I,Topázio,9.710144927666667,8.135,8.5,8.3375,14,0
RA-1534,Aluno-1534,3I,Ametista,9.666666666666666,8.135,8.0,8.0825,14,0
RA-1535,Aluno-1535,3I,Ametista,5.103121516333333,7.51,7.125,7.9175,13,0
RA-1536,Aluno-1536,3I,Ametista,8.722222222333334,8.135,7.875,7.4575,15,0
RA-1537,Aluno-1537,3I,Topázio,8.33064949,8.135,8.125,8.67,14,0
RA-1538,Aluno-1538,3K,Ametista,7.935185184999999,8.13,7.916666667,7.106666667,14,3
RA-1539,Aluno-1539,3K,Ametista,9.027777777666666,6.885,7.708333333,7.056666667,13,0
RA-154,Aluno-154,4,Ágata,6.1,6.3,,6.833,15,5
RA-1540,Aluno-1540,3M,Quartzo,5.0,7.51,7.125,6.83,14,0
RA-1541,Aluno-1541,3M,Topázio,8.633333333333333,6.88,8.25,7.736,13,0
RA-1542,Aluno-1542,3M,Agata,6.304873294333333,8.135,7.375,6.966,16,0
RA-1543,Aluno-1543,3M,Agata,8.076923077,7.51,7.25,7.066,14,0
RA-1544,Aluno-1544,3M,Agata,8.674509804,6.885,6.625,6.598,14,0
RA-1545,Aluno-1545,3N,Ametista,6.210826211,8.13,6.25,6.165,12,0
RA-1546,Aluno-1546,3N,Agata,6.374643874666667,8.75,7.5,6.17,14,0
RA-1547,Aluno-1547,3N,Agata,6.467236467333334,8.13,7.5,6.335,15,0
RA-1548,Aluno-1548,3N,Agata,5.2421652420000004,7.51,7.5,5.665,13,0
RA-1549,Aluno-1549,3N,Agata,7.441394335666668,7.51,7.1875,6.325,15,0
RA-155,Aluno-155,4,Ametista,8.3,7.5,,6.833,16,0
RA-155,Aluno-155,FASE 5,Agata,8.1,5.0,7.03125,6.5875,17,1
RA-155,Aluno-155,8F,,0.0,,,,18,2
RA-1550,Aluno-1550,3P,Agata,5.222222222,7.51,7.03125,6.2025,15,0
RA-1551,Aluno-1551,3P,Quartzo,4.7710437709999995,7.51,7.5,6.79,15,0
RA-1552,Aluno-1552,3P,Ametista,9.743589743666666,7.51,7.1875,7.165,13,0
RA-1553,Aluno-1553,3R,Ametista,9.003921568666668,7.51,8.333333333,7.78,13,0
RA-1554,Aluno-1554,3R,Agata,9.629629629666667,8.76,7.291666667,7.22,15,0
RA-1555,Aluno-1555,3R,Ametista,10.0,6.255,8.125,8.056666667,13,0
RA-1556,Aluno-1556,3U,Agata,5.222222222333333,7.51,7.916666667,7.44,14,0
RA-1557,Aluno-1557,3U,Topázio,8.916666666666666,7.51,7.916666667,7.72,14,0
RA-1558,Aluno-1558,4A,Ametista,8.705360238666666,8.755,8.5,8.302,16,0
RA-1559,Aluno-1559,4A,Agata,5.2929755216666665,6.885,8.375,7.604,15,0
RA-156,Aluno-156,4,Ametista,8.3,9.4,,7.792,15,4
RA-1560,Aluno-1560,4A,Topázio,9.206349206333334,5.635,8.5,8.336,14,0
RA-1561,Aluno-1561,4A,Ametista,9.174603174666666,5.0,8.0,7.734,16,0
RA-1562,Aluno-1562,4B,Quartzo,8.666666666666666,5.01,6.25,6.8725,16,0
RA-1563,Aluno-1563,4B,Ametista,8.305555555666666,7.51,7.25,8.46,15,0
RA-1564,Aluno-1564,4B,Quartzo,4.942067736333334,6.885,5.75,5.2875,15,0
RA-1565,Aluno-1565,4B,Quartzo,8.102240896333333,7.51,6.375,6.0375,16,0
RA-1566,Aluno-1566,4B,Ametista,9.247219355666667,7.51,7.75,8.335,17,0
RA-1567,Aluno-1567,4B,Ametista,8.771043771,7.51,7.75,8.335,16,0
RA-1568,Aluno-1568,4B,Ametista,7.493464052333334,7.51,8.0,8.5025,15,0
RA-1569,Aluno-1569,4B,Quartzo,7.111111111333334,6.26,6.875,6.9175,17,0
RA-157,Aluno-157,4,Topázio,10.0,6.3,,8.292,12,4
RA-157,Aluno-157,FASE 5,Ametista,9.9,2.52,8.59375,8.63,13,5
RA-157,Aluno-157,5N,Topázio,10.0,6.26,8.125,8.726666667,14,3
RA-1570,Aluno-1570,4B,Ametista,7.542087542,7.51,7.75,8.6725,16,0
RA-1571,Aluno-1571,4B,Ametista,9.111111111333335,5.005,7.5,8.545,16,0
RA-1572,Aluno-1572,4C,Topázio,9.841269841333334,7.51,7.65625,8.393333333,15,0
RA-1573,Aluno-1573,4C,Agata,6.120448179333334,6.26,7.65625,8.556666667,16,0
RA-1574,Aluno-1574,4C,Ametista,8.399470899666667,7.51,7.8125,8.616666667,16,0
RA-1575,Aluno-1575,4C,Ametista,8.624338624,6.885,7.65625,8.28,16,0
RA-1576,Aluno-1576,4C,Ametista,9.523809523666666,5.635,6.40625,8.44,16,0
RA-1577,Aluno-1577,4C,Agata,4.993386243333333,7.51,7.34375,7.273333333,16,0
RA-1578,Aluno-1578,4F,Ametista,6.761695906666667,7.51,7.5,8.636,14,0
RA-1579,Aluno-1579,4F,Ametista,9.090261886999999,5.635,8.5,9.272,16,2
RA-158,Aluno-158,4,Ametista,9.8,5.6,,8.125,17,5
RA-158,Aluno-158,FASE 5,Ametista,9.0,2.52,8.28125,7.545,14,6
RA-158,Aluno-158,5M,Agata,7.796296296333334,6.26,6.875,6.745,15,3
RA-1580,Aluno-1580,4F,Ametista,9.049953314666666,7.51,7.875,9.168,16,0
RA-1581,Aluno-1581,4H,Agata,7.834844760666667,6.26,7.083333333,7.386666667,16,0
RA-1582,Aluno-1582,4H,Agata,8.069444444333334,6.255,6.666666667,6.666666667,15,0
RA-1583,Aluno-1583,4H,Ametista,7.753623188333333,6.26,9.166666667,9.006666667,15,0
RA-1584,Aluno-1584,4L,Ametista,9.153439153333332,7.51,7.8125,8.1675,15,0
RA-1585,Aluno-1585,4L,Agata,6.775210084333334,7.51,7.65625,7.7925,15,0
RA-1586,Aluno-1586,4L,Agata,6.128654970666666,5.01,6.875,7.54,15,0
RA-1587,Aluno-1587,4L,Ametista,10.0,7.51,7.8125,8.2075,16,0
RA-1588,Aluno-1588,4L,Ametista,8.640618640666666,7.51,7.5,7.415,14,0
RA-1589,Aluno-1589,4M,Quartzo,6.259259259333334,7.51,7.5,7.54,15,0
RA-159,Aluno-159,4,Ágata,8.1,5.6,,6.458,15,1
RA-159,Aluno-159,FASE 4,Agata,8.1,2.52,8.125,7.8775,16,2
RA-1590,Aluno-1590,4N,Topázio,8.267770876333332,7.51,10.0,8.806,15,0
RA-1591,Aluno-1591,4N,Agata,6.430976431,7.51,8.125,7.064,17,0
RA-1592,Aluno-1592,4N,Agata,6.854727398333334,7.51,8.125,7.432,15,0
RA-1593,Aluno-1593,4N,Agata,4.868875086666667,6.26,9.0625,8.538,16,0
RA-1594,Aluno-1594,4N,Quartzo,6.112836439,6.26,6.25,5.996,16,0
RA-1595,Aluno-1595,4R,Agata,7.949735449666666,6.26,7.395833333,7.021666667,14,0
RA-1596,Aluno-1596,4R,Ametista,10.0,7.51,8.229166667,8.226666667,17,0
RA-1597,Aluno-1597,4R,Agata,8.412698412666666,7.51,8.125,8.28,16,0
RA-1598,Aluno-1598,5B,Topázio,8.857142857,7.51,8.375,8.236,15,0
RA-1599,Aluno-1599,5B,Ametista,9.666666666666666,7.51,7.75,7.566,18,0
RA-16,Aluno-16,7,Ágata,8.3,5.0,,6.333,19,0
RA-160,Aluno-160,4,Ágata,7.2,5.6,,8.25,15,1
RA-160,Aluno-160,FASE 5,Agata,8.3,2.52,8.125,7.46,16,2
RA-160,Aluno-160,5L,Agata,7.416666666666667,6.26,7.34375,7.723333333,17,3
RA-1600,Aluno-1600,5B,Agata,8.425925926,6.26,7.25,6.03,17,0
RA-1601,Aluno-1601,5C,Ametista,7.0,7.51,7.5,8.335,17,0
RA-1602,Aluno-1602,5C,Topázio,8.782407407333332,7.51,7.34375,7.875,15,0
RA-1603,Aluno-1603,5C,Ametista,9.259259258999998,7.51,7.5,7.835,16,0
RA-1604,Aluno-1604,5C,Topázio,7.777777778,7.51,8.125,8.88,16,0
RA-1605,Aluno-1605,5D,Quartzo,5.0694444443333335,7.51,7.5,7.028,16,0
RA-1606,Aluno-1606,5D,Quartzo,5.148148148,7.51,7.8125,7.132,18,0
RA-1607,Aluno-1607,5D,Quartzo,6.222222222333333,5.635,6.5625,6.762,16,0
RA-1608,Aluno-1608,5D,Ametista,7.199074074333335,7.51,6.40625,6.83,15,0
RA-1609,Aluno-1609,5F,Ametista,9.666666666666666,7.51,7.708333333,7.943333333,17,0
RA-161,Aluno-161,4,Ametista,9.1,5.6,,8.083,11,4
RA-161,Aluno-161,FASE 5,Agata,7.3,2.52,8.125,7.795,14,5
RA-161,Aluno-161,5L,Ametista,7.965686274666666,6.26,7.96875,7.836666667,15,3
RA-1610,Aluno-1610,5F,Agata,7.753697970666667,7.51,7.291666667,6.106666667,17,0
RA-1611,Aluno-1611,5F,Agata,8.361426442,7.51,7.5,5.886666667,17,0
RA-1612,Aluno-1612,5F,Ametista,8.523809523666666,7.51,7.708333333,6.94,18,0
RA-1613,Aluno-1613,5G,Agata,7.1428571430000005,7.51,7.291666667,6.216666667,17,0
RA-1614,Aluno-1614,5L,Agata,6.574494949666668,7.51,7.5,7.11,16,0
RA-1615,Aluno-1615,5M,Topázio,9.833333333333334,7.51,7.5,7.4575,16,0
RA-1616,Aluno-1616,5M,Ametista,8.436274509666667,7.51,7.1875,7.12,17,0
RA-1617,Aluno-1617,5M,Quartzo,5.571428571333333,7.51,6.875,6.1175,16,0
